"location","source","target","ID","fuzzy","context","translator_comments","developer_comments"
"","◆九条館の惨劇","九条馆的惨剧","","False","main_10004_002a0048","",""
"","謎の地下壕から帰還した我々を、衝撃的な光景が出迎えた。","迎接从神秘的防空洞中归来的我们的，是一幅极具冲击性的光景。","","False","main_10004_002b0048","",""
"","無残に破壊され動かなくなったメリイ。そして血に染まり……","被破坏得体无完肤，再也无法动弹的梅莉。以及全身是血……","","False","main_10004_002c0048","",""
"","息絶えた黒いウサギ。その惨劇に……誰もが言葉を失った。","没了气息的黑兔。惨剧让所有人都失了声。","","False","main_10004_002d0048","",""
"","なぜウサギが館に……　どうしてメリイと共に死んでいる……","为什么兔子会出现在宅邸里……又为什么会和梅莉一起死去……","","False","main_10004_002e0048","",""
"","彼らは俺や印人たちの行く手を照らす、霊的な存在だった。","它们本是为我和印人们指引方向的灵能之物。","","False","main_10004_002f0048","",""
"","この先、俺は怪異とどう対峙していけばいいのか……","接下来，我该如何和怪异们对峙呢……","","False","main_10004_00300048","",""
"","◆館のマスターキーで","◆使用宅邸的万能钥匙","","False","main_10004_00400048","",""
"","惨劇の始末の際に、安岡が九条館のマスターキーを発見した。","在对惨剧进行善后处理的时候，安冈找到了九条馆的万能钥匙。","","False","main_10004_00410048","",""
"","どういう訳か、黒いウサギが持っていたらしいが……ともあれ","不知为何，钥匙之前似乎一直在那只黑兔的身上……但不管怎么","","False","main_10004_00420048","",""
"","我々は館の鍵のかかった部屋に入る事ができた。調査の結果","说，我们得以进入宅邸内之前被锁着的房间。调查之后我们知道","","False","main_10004_00430048","",""
"","分かった事は、サヤの先代の正宗、もしくは先々代の村雨が","了梅莉或许是沙耶之前的家主正宗，或者上上代家主村雨制作","","False","main_10004_00440048","",""
"","メリイを作ったかもしれない……という事。だが期待していた","的……但之前所期待的关于怪异以及印记的信息，到最后我们都","","False","main_10004_00450048","",""
"","怪異やシルシの情報は、ついに見つける事ができなかった……","没能找到。","","False","main_10004_00460048","",""
"","◆赤い手帳","◆红色笔记本","","False","main_10004_00560048","",""
"","残る手がかりと言えば、地下壕で拾った異臭の漂う手帳……","剩下的线索就只有在防空洞中捡到的那本散发着异样臭味的笔记","","False","main_10004_00570048","",""
"","その臭いは、愛と安岡がマンホール通りのロケの際に嗅いだ","本了……那股味道似乎和爱跟安冈在满是窨井的那条路上取景的","","False","main_10004_00580048","",""
"","臭いと似ているという。手帳の内容は、ある教師の日記らしく","时候闻到过的气味很相似。笔记的内容好像是一个教师的日记，","","False","main_10004_00590048","",""
"","辛うじて読める部分からは、何とも言えない異様さが窺えた。","日记中勉强能够辨认的部分里，透露出一股难以言语的异样气息。","","False","main_10004_005a0048","",""
"","『明日、私は死にます。そして、しゅら様の","“明日，我将会死去。然后在修罗大人的","","False","main_10004_005b0048","",""
"","　御慈悲によってずう先生へと生まれ変わるのです』","　慈悲之下转生成Zoo老师。”","","False","main_10004_005c0048","",""
"","◆赤い手帳","◆红色笔记本","","False","main_10004_006c0048","",""
"","ずう先生……Ｚｏｏ、動物園。それは実験動物を多く飼育する","Zoo老师……Zoo，动物园。这个名字似乎是对这位养育着","","False","main_10004_006d0048","",""
"","この教師の愛称のようだ。そしてその研究場所となった廃校は","许多实验动物的教师的爱称。而之前曾是她研究场所的废","","False","main_10004_006e0048","",""
"","Ｈ小学校かもしれない。マンホール通りで愛や安岡にシルシを","弃学校，或许就是Ｈ小学。在那条满是窨井的路上给爱和安冈刻上印","","False","main_10004_006f0048","",""
"","与えた怪異と、そこで目撃された仏像を抱えた白衣の女……","记的怪异，以及有人目击到的抱着佛像的白大褂女子……如果就","","False","main_10004_00700048","",""
"","仮にそれがずう先生ならば、正体を確かめねばなるまい。","是Zoo老师的话，那就必须要查清她的真实身份。为此必须要","","False","main_10004_00710048","",""
"","Ｈ小学校を調べなくては……　どこかに異変があるはず……","对Ｈ小学进行调查……学校里肯定有某处发生了异变……","","False","main_10004_00720048","",""
"","◆理科準備室","◆理科实验准备室","","False","main_10004_00820048","",""
"","異臭漂う理科室の奥……理科準備室で異様なものを発見した。","在飘着异臭的理科实验室最里面的实验准备室里，发现了异样的","","False","main_10004_00830048","",""
"","手、耳、眼球……それは薬液に浸かった人体の一部だった。","东西。手、耳朵、眼球……是泡在药液里的人体的一部分。看上","","False","main_10004_00840048","",""
"","切断されて間もない様子で……部位は女性のものにみえた。","去被切下来还没有多久……而且来自于女性。为了看看有没有其","","False","main_10004_00850048","",""
"","他に何か使えそうな物はないか、棚を物色してみた結果……","他能派上用场的东西，对柜子进行了翻查……最终找到了一个标","","False","main_10004_00860048","",""
"","ラベルが腐食した瓶、『ＣＨ３ＣＨ２ＯＨ』と書かれた瓶、","签已经被腐蚀了的瓶子，一个写有“CH3CH2OH”字样的","","False","main_10004_00870048","",""
"","それといい香りがする『ＩＤ５』と書かれた瓶を手に入れた。","瓶子，和一个飘着香气，写有“ID5”字样的瓶子。","","False","main_10004_00880048","",""
"","◆校内放送","◆校内广播","","False","main_10004_00980048","",""
"","突然おぞましい声の校内放送。この声の主がずう先生なのか。","广播里突然播放出了可怕的声音。声音的主人是Zoo老师吗？","","False","main_10004_00990048","",""
"","てぃすとうぉ、やれぅ！とは、テストを受けろという事か……","kai shi……kao shi！是叫我考试的意思吗……","","False","main_10004_009a0048","",""
"","今いる理科室を含め、学校の２階には他に幾つか教室がある。","除了现在所在的理科实验室以外，学校2楼还有其他几间教室。","","False","main_10004_009c0048","",""
"","ずう先生の目的は不明だが、テストの設問文や回答の中に","虽然不清楚Zoo老师的目的，但考试的问题和答案中","","False","main_10004_009d0048","",""
"","怪異に対抗する重要なヒントが隠されているかもしれない。","可能隐含着对抗怪异的重要线索。","","False","main_10004_009e0048","",""
"","いずれ訪れる怪異との対峙に備えつつ、挑戦してみるか……","边挑战考试，边为最终到来的和怪异的对峙做准备吧……","","False","main_10004_009f0048","",""
"","◆入室禁止の教室","◆禁止进入的教室","","False","main_10004_00af0048","",""
